model_name,selection_split,loss_type,lambda_fair,test_auc,test_accuracy,test_balanced_accuracy,test_recall_class_1,test_precision_class_1,test_f1_class_1,test_pearson_sq,test_cka_rbf,test_mean_pred_gap_abs,test_predicted_positive_rate_gap_abs
base_punto_1,not_applicable,BCE,0.0,0.7369281986481204,0.6825469090436084,0.6744773276386962,0.6648539778449144,0.15599451821747554,0.2526984613029166,0.012360009057180332,0.015177814427387458,0.040723323822021484,0.09228172538183443
fair_CKA RBF_lambda_10.0,validation,CKA RBF,10.0,0.724728188676841,0.6874410588273552,0.6664834056660771,0.6414904330312186,0.1544017839829358,0.248896182549916,0.00018016137386120363,0.0006375282655582148,0.004502683877944946,0.017632163168747383
