epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss,learning_rate
37,0.6718257665634155,0.7325730919837952,0.6064438223838806,0.6870388984680176,0.7332339882850647,0.5911753177642822,0.0005000000237487257
38,0.6720696687698364,0.7318040728569031,0.6069642305374146,0.6869982481002808,0.7331594824790955,0.591422975063324,0.0005000000237487257
39,0.6717343330383301,0.7329882383346558,0.6063422560691833,0.6901689171791077,0.7331430315971375,0.5877495408058167,0.0005000000237487257
40,0.6716123819351196,0.7323418259620667,0.6068878769874573,0.6884819269180298,0.733298122882843,0.5898715257644653,0.0005000000237487257
41,0.6716733574867249,0.7326332330703735,0.6062025427818298,0.6906567215919495,0.733271062374115,0.5876918435096741,0.0005000000237487257
42,0.6710178852081299,0.7324178218841553,0.6066734194755554,0.6874860525131226,0.7331525683403015,0.5906773805618286,0.0005000000237487257
43,0.6713481545448303,0.7322039604187012,0.6067901253700256,0.6906567215919495,0.7329563498497009,0.5884795784950256,0.0005000000237487257
44,0.6736753582954407,0.7340323328971863,0.6051201820373535,0.6841731071472168,0.7334625720977783,0.5954180955886841,0.0002500000118743628
45,0.67256760597229,0.7339652180671692,0.60527503490448,0.6851893067359924,0.7333984971046448,0.5945180654525757,0.0002500000118743628
46,0.6729030013084412,0.7335700392723083,0.6057789325714111,0.6859616637229919,0.733567476272583,0.5946579575538635,0.0002500000118743628
47,0.6729741096496582,0.7330646514892578,0.6059293150901794,0.6848234534263611,0.7336494326591492,0.5952866077423096,0.0002500000118743628
48,0.6718359589576721,0.7333199977874756,0.6058052182197571,0.6819373369216919,0.7336218953132629,0.5960429906845093,0.0002500000118743628
49,0.6714802384376526,0.7332088351249695,0.6058220267295837,0.6856567859649658,0.7337220311164856,0.5948697924613953,0.0002500000118743628
50,0.6730350852012634,0.7344291806221008,0.6050335168838501,0.6853519082069397,0.7336452603340149,0.5951032638549805,0.0002500000118743628
51,0.6730706691741943,0.7339327931404114,0.6053335666656494,0.6820186376571655,0.7338224649429321,0.5966001749038696,0.0002500000118743628
52,0.6709263920783997,0.7339131236076355,0.6054386496543884,0.6826080679893494,0.733893096446991,0.5957556366920471,0.0002500000118743628
53,0.6710889935493469,0.7335754036903381,0.6054457426071167,0.682790994644165,0.7337982058525085,0.5949251651763916,0.0002500000118743628
54,0.6725371479988098,0.7336421608924866,0.605285108089447,0.683136522769928,0.7338843941688538,0.5964717268943787,0.0002500000118743628
55,0.6717292070388794,0.7337716817855835,0.6053276658058167,0.6837666034698486,0.7338430285453796,0.5960645079612732,0.0002500000118743628
56,0.6706570982933044,0.7337316274642944,0.605502188205719,0.6831161975860596,0.7337648868560791,0.5952932834625244,0.0002500000118743628
57,0.6711143851280212,0.7339668869972229,0.6052281260490417,0.6833804249763489,0.7337614297866821,0.5954350233078003,0.0002500000118743628
58,0.6731824278831482,0.7335530519485474,0.6056979298591614,0.6804943084716797,0.7339411973953247,0.5994176864624023,0.0001250000059371814
59,0.6729995608329773,0.733525812625885,0.605558454990387,0.6793764233589172,0.7338962554931641,0.6002026200294495,0.0001250000059371814
60,0.6721103191375732,0.7340380549430847,0.6051726341247559,0.6803723573684692,0.7339057326316833,0.5999042987823486,0.0001250000059371814
61,0.6727911829948425,0.7344232797622681,0.6049317121505737,0.679315447807312,0.7339119911193848,0.5996881127357483,0.0001250000059371814
62,0.6731672286987305,0.733864426612854,0.6055955290794373,0.6812666654586792,0.7338755130767822,0.5994333624839783,0.0001250000059371814
63,0.6735737323760986,0.7336828708648682,0.6057032942771912,0.6816731095314026,0.7337825894355774,0.599380373954773,0.0001250000059371814
64,0.6723796129226685,0.7338643670082092,0.6055740118026733,0.6811040639877319,0.7339392900466919,0.6011531352996826,0.0001250000059371814
65,0.6734263300895691,0.7339642643928528,0.6055567860603333,0.6807991862297058,0.7339248061180115,0.6012544631958008,6.25000029685907e-05
66,0.6724609136581421,0.7336042523384094,0.6056969165802002,0.6792747974395752,0.7338605523109436,0.6019691228866577,6.25000029685907e-05
67,0.6729589104652405,0.7338215708732605,0.6052301526069641,0.6795186996459961,0.733866810798645,0.6019059419631958,6.25000029685907e-05
68,0.6728318333625793,0.7337483167648315,0.6055727601051331,0.6798032522201538,0.7338598370552063,0.6015411019325256,6.25000029685907e-05
69,0.6734619140625,0.7341192364692688,0.6050597429275513,0.6800268292427063,0.7338531613349915,0.6012144088745117,6.25000029685907e-05
70,0.6730960607528687,0.7340831756591797,0.6052996516227722,0.6794577240943909,0.73380047082901,0.6012557744979858,6.25000029685907e-05
71,0.6728979349136353,0.7345818877220154,0.604719877243042,0.6792951226234436,0.7337905764579773,0.6010764837265015,3.125000148429535e-05
72,0.672364354133606,0.7331914901733398,0.6058410406112671,0.6787869930267334,0.7338483929634094,0.60176020860672,3.125000148429535e-05
73,0.6725066304206848,0.7340602278709412,0.6053416132926941,0.6791934967041016,0.7338489294052124,0.6014518141746521,3.125000148429535e-05
