test_auc,test_accuracy,balanced_accuracy,recall_class_1,precision_class_1,f1_class_1,tn,fp,fn,tp
0.7357903559702217,0.6823517934376118,0.6724421179075823,0.6606243705941591,0.15522218541479343,0.25137952176578787,38686,17851,1685,3280
