model_name,mean_pred_gap_abs,predicted_positive_rate_gap_abs,target_rate_gap_abs
base_punto_1,0.03929528594017029,0.08666472974889533,0.031635422911068134
fair_Pearson²_lambda_10.0,0.005754023790359497,0.025981257437263372,0.031635422911068134
